Gene family	p-value	FDR
OG0007507	0.987	0.999
OG0007508	0.966	0.999
OG0007509	0.935	0.999
OG0007510	0.985	0.999
OG0007511	0.982	0.999
OG0007512	0.965	0.999
OG0007513	0.975	0.999
OG0007514	0.985	0.999
OG0007515	0.988	0.999
OG0007516	0.999	0.999
OG0007517	0.938	0.999
OG0007518	0.999	0.999
OG0007519	0.966	0.999
OG0007520	0.998	0.999
OG0007521	0.987	0.999
OG0007522	0.962	0.999
OG0007523	0.959	0.999
OG0007524	0.987	0.999
OG0007525	0.999	0.999
OG0007526	0.946	0.999
OG0007527	0.999	0.999
OG0007528	0.973	0.999
OG0007529	0.98	0.999
OG0007530	0.946	0.999
OG0007531	0.975	0.999
OG0007532	0.979	0.999
OG0007533	0.984	0.999
OG0007534	0.984	0.999
OG0007535	0.895	0.999
OG0007536	0.978	0.999
OG0007537	0.985	0.999
OG0007538	0.984	0.999
OG0007539	0.978	0.999
OG0007540	0.984	0.999
OG0007541	0.999	0.999
OG0007542	0.999	0.999
OG0007543	0.987	0.999
OG0007544	0.981	0.999
OG0007545	0.981	0.999
OG0007546	0.999	0.999
OG0007547	0.984	0.999
OG0007548	0.946	0.999
OG0007549	0.958	0.999
OG0007550	0.984	0.999
OG0007551	0.982	0.999
OG0007552	0.999	0.999
OG0007553	0.984	0.999
OG0007554	0.966	0.999
OG0007555	0.981	0.999
OG0007556	0.985	0.999
OG0007557	0.984	0.999
OG0007558	0.981	0.999
OG0007559	0.999	0.999
OG0007560	0.984	0.999
OG0007561	0.988	0.999
OG0007562	0.97	0.999
OG0007563	0.972	0.999
OG0007564	0.985	0.999
OG0007565	0.999	0.999
OG0007566	0.988	0.999
OG0007567	0.985	0.999
OG0007568	0.981	0.999
OG0007569	0.988	0.999
OG0007570	0.999	0.999
OG0007571	0.966	0.999
OG0007572	0.927	0.999
OG0007573	0.98	0.999
OG0007575	0.984	0.999
OG0007576	0.98	0.999
OG0007577	0.984	0.999
OG0007578	0.999	0.999
OG0007579	0.999	0.999
OG0007580	0.967	0.999
OG0007581	0.982	0.999
OG0007582	0.982	0.999
OG0007583	0.942	0.999
OG0007584	0.999	0.999
OG0007585	0.984	0.999
OG0007586	0.999	0.999
OG0007587	0.983	0.999
OG0007588	0.984	0.999
OG0007589	0.982	0.999
OG0007590	0.966	0.999
OG0007591	0.98	0.999
OG0007592	0.999	0.999
OG0007593	0.999	0.999
OG0007594	0.965	0.999
OG0007595	0.958	0.999
OG0007596	0.984	0.999
OG0007598	0.972	0.999
OG0007599	0.987	0.999
OG0007600	0.988	0.999
OG0007601	0.999	0.999
OG0007602	0.979	0.999
OG0007603	0.999	0.999
OG0007604	0.965	0.999
OG0007605	0.984	0.999
OG0007606	0.984	0.999
OG0007607	0.999	0.999
OG0007608	0.982	0.999
OG0007609	0.988	0.999
OG0007610	0.966	0.999
OG0007611	0.976	0.999
OG0007612	0.985	0.999
OG0007613	0.985	0.999
OG0007614	0.999	0.999
OG0007615	0.965	0.999
OG0007616	0.876	0.999
OG0007617	0.974	0.999
OG0007618	0.999	0.999
OG0007619	0.997	0.999
OG0007620	0.984	0.999
OG0007621	0.946	0.999
OG0007622	0.978	0.999
OG0007623	0.978	0.999
OG0007624	0.999	0.999
OG0007625	0.907	0.999
OG0007626	0.979	0.999
OG0007627	0.999	0.999
OG0007628	0.966	0.999
OG0007629	0.999	0.999
OG0007630	0.946	0.999
OG0007631	0.975	0.999
OG0007632	0.98	0.999
OG0007633	0.988	0.999
OG0007634	0.999	0.999
OG0007635	0.919	0.999
OG0007636	0.999	0.999
OG0007638	0.998	0.999
OG0007639	0.994	0.999
OG0007640	0.962	0.999
OG0007641	0.999	0.999
OG0007642	0.755	0.999
OG0007643	0.955	0.999
OG0007644	0.98	0.999
OG0007645	0.999	0.999
OG0007646	0.997	0.999
OG0007647	0.994	0.999
OG0007648	0.997	0.999
OG0007660	0.979	0.999
OG0007661	0.978	0.999
OG0007662	0.999	0.999
OG0007663	0.988	0.999
OG0007664	0.949	0.999
OG0007665	0.987	0.999
OG0007666	0.983	0.999
OG0007667	0.972	0.999
OG0007668	0.985	0.999
OG0007669	0.987	0.999
OG0007670	0.987	0.999
OG0007671	0.999	0.999
OG0007672	0.979	0.999
OG0007673	0.984	0.999
OG0007674	0.979	0.999
OG0007675	0.998	0.999
OG0007676	0.988	0.999
OG0007677	0.906	0.999
OG0007678	0.987	0.999
OG0007679	0.98	0.999
OG0007680	0.987	0.999
OG0007681	0.946	0.999
OG0007682	0.988	0.999
OG0007683	0.999	0.999
OG0007684	0.973	0.999
OG0007685	0.923	0.999
OG0007686	0.957	0.999
OG0007687	0.94	0.999
OG0007688	0.999	0.999
OG0007689	0.967	0.999
OG0007690	0.975	0.999
OG0007691	0.978	0.999
OG0007692	0.987	0.999
OG0007693	0.956	0.999
OG0007694	0.965	0.999
OG0007695	0.988	0.999
OG0007696	0.999	0.999
OG0007697	0.999	0.999
OG0007698	0.999	0.999
OG0007699	0.987	0.999
OG0007700	0.966	0.999
OG0007701	0.988	0.999
OG0007702	0.983	0.999
OG0007703	0.967	0.999
OG0007704	0.999	0.999
OG0007705	0.987	0.999
OG0007706	0.999	0.999
OG0007707	0.995	0.999
OG0007708	0.946	0.999
OG0007709	0.951	0.999
OG0007710	0.955	0.999
OG0007711	0.974	0.999
OG0007712	0.979	0.999
OG0007713	0.975	0.999
OG0007714	0.988	0.999
OG0007715	0.987	0.999
OG0007716	0.987	0.999
OG0007717	0.973	0.999
OG0007718	0.987	0.999
OG0007719	0.978	0.999
OG0007720	0.979	0.999
OG0007721	0.999	0.999
OG0007723	0.987	0.999
OG0007724	0.987	0.999
OG0007725	0.988	0.999
OG0007726	0.999	0.999
OG0007727	0.977	0.999
OG0007728	0.988	0.999
OG0007729	0.999	0.999
OG0007730	0.999	0.999
OG0007731	0.999	0.999
OG0007732	0.519	0.999
OG0007733	0.988	0.999
OG0007734	0.972	0.999
OG0007735	0.987	0.999
OG0007736	0.946	0.999
OG0007737	0.999	0.999
OG0007738	0.999	0.999
OG0007739	0.974	0.999
OG0007740	0.988	0.999
OG0007741	0.987	0.999
OG0007742	0.987	0.999
OG0007743	0.987	0.999
OG0007744	0.974	0.999
OG0007745	0.927	0.999
OG0007746	0.988	0.999
OG0007747	0.977	0.999
OG0007748	0.975	0.999
OG0007749	0.984	0.999
OG0007750	0.987	0.999
OG0007751	0.984	0.999
OG0007752	0.974	0.999
OG0007753	0.977	0.999
OG0007754	0.955	0.999
OG0007755	0.988	0.999
OG0007756	0.949	0.999
OG0007757	0.974	0.999
OG0007758	0.969	0.999
OG0007759	0.988	0.999
OG0007760	0.988	0.999
OG0007761	0.988	0.999
OG0007762	0.973	0.999
OG0007763	0.88	0.999
OG0007764	0.987	0.999
OG0007765	0.969	0.999
OG0007766	0.997	0.999
OG0007767	0.975	0.999
OG0007768	0.987	0.999
OG0007769	0.988	0.999
OG0007770	0.996	0.999
OG0007771	0.966	0.999
OG0007772	0.974	0.999
OG0007773	0.987	0.999
OG0007774	0.978	0.999
OG0007775	0.987	0.999
OG0007776	0.988	0.999
OG0007778	0.869	0.999
OG0007779	0.987	0.999
OG0007780	0.965	0.999
OG0007781	0.987	0.999
OG0007782	0.987	0.999
OG0007783	0.999	0.999
OG0007784	0.866	0.999
OG0007785	0.979	0.999
OG0007786	0.966	0.999
OG0007787	0.97	0.999
OG0007788	0.985	0.999
OG0007789	0.999	0.999
OG0007790	0.961	0.999
OG0007791	0.564	0.999
OG0007792	0.987	0.999
OG0007793	0.999	0.999
OG0007794	0.988	0.999
OG0007795	0.981	0.999
OG0007796	0.986	0.999
OG0007797	0.984	0.999
OG0007798	0.987	0.999
OG0007799	0.988	0.999
OG0007800	0.988	0.999
OG0007801	0.978	0.999
OG0007802	0.999	0.999
OG0007803	0.974	0.999
OG0007804	0.906	0.999
OG0007805	0.988	0.999
OG0007806	0.988	0.999
OG0007807	0.985	0.999
OG0007808	0.999	0.999
OG0007809	0.83	0.999
OG0007810	0.988	0.999
OG0007811	0.996	0.999
OG0007812	0.999	0.999
OG0007813	0.972	0.999
OG0007814	0.988	0.999
OG0007815	0.999	0.999
OG0007816	0.999	0.999
OG0007817	0.973	0.999
OG0007818	0.951	0.999
OG0007819	0.987	0.999
OG0007820	0.987	0.999
OG0007821	0.987	0.999
OG0007822	0.242	0.999
OG0007823	0.988	0.999
OG0007824	0.946	0.999
OG0007825	0.994	0.999
OG0007826	0.972	0.999
OG0007827	0.965	0.999
OG0007828	0.974	0.999
OG0007829	0.985	0.999
OG0007830	0.95	0.999
OG0007831	0.988	0.999
OG0007832	0.999	0.999
OG0007833	0.987	0.999
OG0007834	0.966	0.999
OG0007835	0.952	0.999
OG0007836	0.974	0.999
OG0007837	0.999	0.999
OG0007838	0.997	0.999
OG0007839	0.958	0.999
OG0007840	0.999	0.999
OG0007841	0.97	0.999
OG0007842	0.988	0.999
OG0007843	0.997	0.999
OG0007844	0.965	0.999
OG0007845	0.966	0.999
OG0007846	0.966	0.999
OG0007847	0.946	0.999
OG0007848	0.988	0.999
OG0007849	0.972	0.999
OG0007850	0.92	0.999
OG0007851	0.988	0.999
OG0007852	0.973	0.999
OG0007853	0.967	0.999
OG0007854	0.972	0.999
OG0007855	0.988	0.999
OG0007857	0.987	0.999
OG0007858	0.987	0.999
OG0007859	0.988	0.999
OG0007860	0.946	0.999
OG0007861	0.982	0.999
OG0007862	0.987	0.999
OG0007863	0.977	0.999
OG0007864	0.999	0.999
OG0007865	0.805	0.999
OG0007866	0.987	0.999
OG0007867	0.974	0.999
OG0007868	0.987	0.999
OG0007869	0.988	0.999
OG0007870	0.987	0.999
OG0007871	0.987	0.999
OG0007872	0.987	0.999
OG0007873	0.969	0.999
OG0007874	0.965	0.999
OG0007875	0.987	0.999
OG0007876	0.987	0.999
OG0007877	0.966	0.999
OG0007878	0.965	0.999
OG0007879	0.987	0.999
OG0007880	0.988	0.999
OG0007881	0.987	0.999
OG0007882	0.972	0.999
OG0007883	0.972	0.999
OG0007884	0.982	0.999
OG0007885	0.987	0.999
OG0007886	0.949	0.999
OG0007887	0.987	0.999
OG0007888	0.987	0.999
OG0007889	0.982	0.999
OG0007890	0.966	0.999
OG0007891	0.999	0.999
OG0007892	0.987	0.999
OG0007893	0.987	0.999
OG0007894	0.988	0.999
OG0007895	0.987	0.999
OG0007896	0.932	0.999
OG0007897	0.987	0.999
OG0007898	0.869	0.999
OG0007900	0.984	0.999
OG0007901	0.988	0.999
OG0007902	0.987	0.999
OG0007903	0.987	0.999
OG0007904	0.988	0.999
OG0007905	0.996	0.999
OG0007906	0.981	0.999
OG0007907	0.981	0.999
OG0007908	0.961	0.999
OG0007909	0.999	0.999
OG0007910	0.987	0.999
OG0007911	0.977	0.999
OG0007912	0.982	0.999
OG0007913	0.983	0.999
OG0007914	0.987	0.999
OG0007915	0.987	0.999
OG0007916	0.966	0.999
OG0007917	0.973	0.999
OG0007918	0.988	0.999
OG0007919	0.987	0.999
OG0007920	0.987	0.999
OG0007921	0.972	0.999
OG0007922	0.949	0.999
OG0007923	0.955	0.999
OG0007924	0.988	0.999
OG0007925	0.962	0.999
OG0007926	0.966	0.999
OG0007927	0.999	0.999
OG0007928	0.962	0.999
OG0007929	0.906	0.999
OG0007930	0.967	0.999
OG0007931	0.988	0.999
OG0007932	0.988	0.999
OG0007933	0.988	0.999
OG0007934	0.999	0.999
OG0007935	0.988	0.999
OG0007936	0.578	0.999
OG0007937	0.987	0.999
OG0007938	0.986	0.999
OG0007939	0.984	0.999
OG0007940	0.988	0.999
OG0007941	0.987	0.999
OG0007942	0.973	0.999
OG0007943	0.987	0.999
OG0007944	0.987	0.999
OG0007945	0.965	0.999
OG0007946	0.915	0.999
OG0007947	0.988	0.999
OG0007948	0.949	0.999
OG0007949	0.987	0.999
OG0007950	0.987	0.999
OG0007951	0.962	0.999
OG0007952	0.979	0.999
OG0007953	0.999	0.999
OG0007954	0.987	0.999
OG0007955	0.951	0.999
OG0007956	0.987	0.999
OG0007957	0.951	0.999
OG0007958	0.95	0.999
OG0007959	0.985	0.999
OG0007960	0.988	0.999
OG0007961	0.987	0.999
OG0007962	0.924	0.999
OG0007963	0.987	0.999
OG0007964	0.999	0.999
OG0007965	0.94	0.999
OG0007966	0.906	0.999
OG0007967	0.987	0.999
OG0007968	0.974	0.999
OG0007969	0.966	0.999
OG0007970	0.966	0.999
OG0007971	0.966	0.999
OG0007972	0.966	0.999
OG0007973	0.966	0.999
OG0007974	0.988	0.999
OG0007975	0.975	0.999
OG0007976	0.999	0.999
OG0007977	0.969	0.999
OG0007978	0.999	0.999
OG0007979	0.985	0.999
OG0007980	0.99	0.999
OG0007981	0.987	0.999
OG0007982	0.979	0.999
OG0007983	0.999	0.999
OG0007984	0.965	0.999
OG0007985	0.987	0.999
OG0007986	0.999	0.999
OG0007987	0.999	0.999
OG0007988	0.967	0.999
OG0007989	0.999	0.999
OG0007990	0.977	0.999
OG0007991	0.99	0.999
OG0007992	0.988	0.999
OG0007993	0.962	0.999
OG0007994	0.966	0.999
OG0007995	0.987	0.999
OG0007996	0.987	0.999
OG0007997	0.987	0.999
OG0007998	0.98	0.999
OG0007999	0.967	0.999
OG0008000	0.974	0.999
OG0008001	0.999	0.999
OG0008002	0.966	0.999
OG0008003	0.988	0.999
OG0008004	0.988	0.999
OG0008005	0.989	0.999
OG0008006	0.988	0.999
OG0008007	0.98	0.999
OG0008008	0.988	0.999
OG0008010	0.987	0.999
OG0008011	0.944	0.999
OG0008012	0.987	0.999
OG0008013	0.988	0.999
OG0008014	0.988	0.999
OG0008015	0.999	0.999
OG0008016	0.982	0.999
OG0008017	0.938	0.999
OG0008018	0.867	0.999
OG0008019	0.999	0.999
OG0008020	0.987	0.999
OG0008021	0.946	0.999
OG0008022	0.988	0.999
OG0008023	0.965	0.999
OG0008024	0.987	0.999
OG0008025	0.988	0.999
OG0008026	0.999	0.999
OG0008027	0.978	0.999
OG0008028	0.999	0.999
OG0008029	0.974	0.999
OG0008030	0.987	0.999
OG0008031	0.962	0.999
OG0008032	0.987	0.999
OG0008034	0.988	0.999
OG0008035	0.988	0.999
OG0008036	0.989	0.999
OG0008037	0.972	0.999
OG0008038	0.987	0.999
OG0008039	0.968	0.999
OG0008040	0.966	0.999
OG0008041	0.988	0.999
OG0008042	0.984	0.999
OG0008043	0.987	0.999
OG0008044	0.999	0.999
OG0008045	0.983	0.999
OG0008046	0.987	0.999
OG0008047	0.946	0.999
OG0008048	0.972	0.999
OG0008049	0.988	0.999
OG0008050	0.981	0.999
OG0008051	0.972	0.999
OG0008052	0.982	0.999
OG0008053	0.984	0.999
OG0008054	0.987	0.999
OG0008055	0.966	0.999
OG0008056	0.988	0.999
OG0008057	0.985	0.999
OG0008058	0.927	0.999
OG0008059	0.958	0.999
OG0008060	0.996	0.999
OG0008061	0.988	0.999
OG0008062	0.987	0.999
OG0008063	0.987	0.999
OG0008064	0.959	0.999
OG0008066	0.999	0.999
OG0008067	0.924	0.999
OG0008068	0.95	0.999
OG0008069	0.906	0.999
OG0008070	0.801	0.999
OG0008071	0.988	0.999
OG0008072	0.999	0.999
OG0008073	0.988	0.999
OG0008074	0.988	0.999
OG0008075	0.927	0.999
OG0008076	0.975	0.999
OG0008077	0.987	0.999
OG0008078	0.988	0.999
OG0008079	0.978	0.999
OG0008080	0.961	0.999
OG0008081	0.984	0.999
OG0008082	0.988	0.999
OG0008083	0.999	0.999
OG0008084	0.988	0.999
OG0008085	0.988	0.999
OG0008086	0.984	0.999
OG0008087	0.985	0.999
OG0008088	0.907	0.999
OG0008089	0.984	0.999
OG0008090	0.999	0.999
OG0008091	0.973	0.999
OG0008092	0.994	0.999
OG0008093	0.975	0.999
OG0008094	0.999	0.999
OG0008095	0.984	0.999
OG0008096	0.966	0.999
OG0008097	0.987	0.999
OG0008098	0.988	0.999
OG0008099	0.999	0.999
OG0008100	0.988	0.999
OG0008101	0.937	0.999
OG0008102	0.876	0.999
OG0008103	0.938	0.999
OG0008104	0.995	0.999
OG0008105	0.974	0.999
OG0008106	0.987	0.999
OG0008107	0.986	0.999
OG0008108	0.922	0.999
OG0008109	0.973	0.999
OG0008110	0.966	0.999
OG0008111	0.999	0.999
OG0008112	0.955	0.999
OG0008113	0.966	0.999
OG0008114	0.973	0.999
OG0008115	0.999	0.999
OG0008116	0.988	0.999
OG0008117	0.944	0.999
OG0008118	0.988	0.999
OG0008119	0.975	0.999
OG0008120	0.988	0.999
OG0008121	0.999	0.999
OG0008122	0.987	0.999
OG0008123	0.999	0.999
OG0008124	0.975	0.999
OG0008125	0.987	0.999
OG0008126	0.989	0.999
OG0008127	0.981	0.999
OG0008128	0.975	0.999
OG0008129	0.982	0.999
OG0008130	0.906	0.999
OG0008131	0.987	0.999
OG0008132	0.999	0.999
OG0008133	0.988	0.999
OG0008134	0.98	0.999
OG0008135	0.987	0.999
OG0008136	0.999	0.999
OG0008137	0.98	0.999
OG0008138	0.962	0.999
OG0008139	0.966	0.999
OG0008140	0.987	0.999
OG0008141	0.984	0.999
OG0008142	0.987	0.999
OG0008143	0.951	0.999
OG0008144	0.999	0.999
OG0008145	0.983	0.999
OG0008146	0.986	0.999
OG0008147	0.999	0.999
OG0008148	0.999	0.999
OG0008149	0.987	0.999
OG0008150	0.987	0.999
OG0008151	0.988	0.999
OG0008152	0.972	0.999
OG0008153	0.988	0.999
OG0008154	0.973	0.999
OG0008155	0.939	0.999
OG0008156	0.979	0.999
OG0008157	0.999	0.999
OG0008158	0.953	0.999
OG0008159	0.965	0.999
OG0008160	0.975	0.999
OG0008161	0.977	0.999
OG0008162	0.974	0.999
OG0008163	0.982	0.999
OG0008164	0.987	0.999
OG0008165	0.975	0.999
OG0008166	0.893	0.999
OG0008167	0.999	0.999
OG0008168	0.972	0.999
OG0008169	0.999	0.999
OG0008170	0.95	0.999
OG0008171	0.98	0.999
OG0008172	0.973	0.999
OG0008173	0.966	0.999
OG0008174	0.983	0.999
OG0008175	0.988	0.999
OG0008176	0.974	0.999
OG0008177	0.988	0.999
OG0008178	0.955	0.999
OG0008179	0.988	0.999
OG0008180	0.946	0.999
OG0008181	0.924	0.999
OG0008182	0.999	0.999
OG0008183	0.988	0.999
OG0008184	0.988	0.999
OG0008185	0.939	0.999
OG0008186	0.983	0.999
OG0008187	0.999	0.999
OG0008188	0.999	0.999
OG0008189	0.966	0.999
OG0008190	0.999	0.999
OG0008191	0.988	0.999
OG0008192	0.983	0.999
OG0008193	0.999	0.999
OG0008194	0.999	0.999
OG0008195	0.999	0.999
OG0008196	0.974	0.999
OG0008197	0.987	0.999
OG0008198	0.987	0.999
OG0008199	0.999	0.999
OG0008200	0.983	0.999
OG0008201	0.988	0.999
OG0008202	0.999	0.999
OG0008203	0.999	0.999
OG0008204	0.999	0.999
OG0008205	0.987	0.999
OG0008206	0.966	0.999
OG0008207	0.999	0.999
OG0008208	0.999	0.999
OG0008209	0.924	0.999
OG0008210	0.987	0.999
OG0008211	0.987	0.999
OG0008212	0.979	0.999
OG0008213	0.966	0.999
OG0008214	0.987	0.999
OG0008215	0.966	0.999
OG0008217	0.979	0.999
OG0008218	0.995	0.999
OG0008219	0.966	0.999
OG0008220	0.988	0.999
OG0008221	0.966	0.999
OG0008222	0.999	0.999
OG0008223	0.987	0.999
OG0008224	0.999	0.999
OG0008225	0.973	0.999
OG0008226	0.906	0.999
OG0008227	0.967	0.999
OG0008228	0.987	0.999
OG0008229	0.98	0.999
OG0008230	0.987	0.999
OG0008231	0.987	0.999
OG0008232	0.927	0.999
OG0008233	0.998	0.999
OG0008234	0.999	0.999
OG0008235	0.987	0.999
OG0008236	0.988	0.999
OG0008237	0.987	0.999
OG0008238	0.987	0.999
OG0008239	0.968	0.999
OG0008240	0.906	0.999
OG0008241	0.999	0.999
OG0008242	0.988	0.999
OG0008243	0.988	0.999
OG0008244	0.988	0.999
OG0008245	0.965	0.999
OG0008246	0.987	0.999
OG0008247	0.999	0.999
OG0008248	0.978	0.999
OG0008249	0.988	0.999
OG0008250	0.985	0.999
OG0008251	0.988	0.999
OG0008252	0.981	0.999
OG0008253	0.977	0.999
OG0008254	0.999	0.999
OG0008255	0.92	0.999
OG0008256	0.939	0.999
OG0008257	0.977	0.999
OG0008258	0.907	0.999
OG0008259	0.987	0.999
OG0008260	0.977	0.999
OG0008261	0.95	0.999
OG0008262	0.987	0.999
OG0008263	0.955	0.999
OG0008264	0.944	0.999
OG0008265	0.979	0.999
OG0008266	0.999	0.999
OG0008267	0.977	0.999
OG0008268	0.955	0.999
OG0008269	0.988	0.999
OG0008270	0.988	0.999
OG0008271	0.984	0.999
OG0008272	0.97	0.999
OG0008273	0.999	0.999
OG0008274	0.987	0.999
OG0008275	0.966	0.999
OG0008276	0.99	0.999
OG0008277	0.955	0.999
OG0008278	0.979	0.999
OG0008279	0.989	0.999
OG0008280	0.999	0.999
OG0008281	0.978	0.999
OG0008282	0.988	0.999
OG0008283	0.966	0.999
OG0008284	0.988	0.999
OG0008285	0.985	0.999
OG0008286	0.972	0.999
OG0008287	0.893	0.999
OG0008288	0.988	0.999
OG0008289	0.966	0.999
OG0008290	0.972	0.999
OG0008291	0.988	0.999
OG0008292	0.987	0.999
OG0008293	0.987	0.999
OG0008294	0.999	0.999
OG0008295	0.974	0.999
OG0008296	0.999	0.999
OG0008297	0.893	0.999
OG0008298	0.999	0.999
OG0008299	0.987	0.999
OG0008300	0.999	0.999
OG0008301	0.987	0.999
OG0008302	0.999	0.999
OG0008303	0.987	0.999
OG0008304	0.988	0.999
OG0008305	0.996	0.999
OG0008306	0.987	0.999
OG0008307	0.988	0.999
OG0008308	0.98	0.999
OG0008309	0.988	0.999
OG0008310	0.988	0.999
OG0008311	0.972	0.999
OG0008312	0.966	0.999
OG0008313	0.979	0.999
OG0008314	0.987	0.999
OG0008315	0.987	0.999
OG0008316	0.987	0.999
OG0008317	0.999	0.999
OG0008318	0.896	0.999
OG0008319	0.997	0.999
OG0008320	0.974	0.999
OG0008321	0.988	0.999
OG0008322	0.987	0.999
OG0008323	0.972	0.999
OG0008324	0.973	0.999
OG0008325	0.987	0.999
OG0008326	0.987	0.999
OG0008327	0.988	0.999
OG0008328	0.966	0.999
OG0008329	0.972	0.999
OG0008330	0.946	0.999
OG0008331	0.974	0.999
OG0008332	0.988	0.999
OG0008333	0.988	0.999
OG0008334	0.999	0.999
OG0008335	0.988	0.999
OG0008336	0.999	0.999
OG0008337	0.944	0.999
OG0008338	0.953	0.999
OG0008339	0.986	0.999
OG0008340	0.974	0.999
OG0008341	0.978	0.999
OG0008342	0.999	0.999
OG0008343	0.988	0.999
OG0008344	0.914	0.999
OG0008345	0.972	0.999
OG0008346	0.973	0.999
OG0008347	0.979	0.999
OG0008348	0.982	0.999
OG0008349	0.942	0.999
OG0008350	0.999	0.999
OG0008351	0.972	0.999
OG0008352	0.946	0.999
OG0008353	0.973	0.999
OG0008354	0.953	0.999
OG0008355	0.999	0.999
OG0008356	0.97	0.999
OG0008357	0.969	0.999
OG0008358	0.987	0.999
OG0008359	0.987	0.999
OG0008360	0.988	0.999
OG0008361	0.999	0.999
OG0008362	0.987	0.999
OG0008363	0.988	0.999
OG0008364	0.986	0.999
OG0008365	0.955	0.999
OG0008367	0.999	0.999
OG0008368	0.984	0.999
OG0008369	0.988	0.999
OG0008370	0.979	0.999
OG0008371	0.987	0.999
OG0008372	0.972	0.999
OG0008373	0.972	0.999
OG0008374	0.988	0.999
OG0008375	0.983	0.999
OG0008376	0.999	0.999
OG0008377	0.966	0.999
OG0008378	0.998	0.999
OG0008379	0.955	0.999
OG0008380	0.987	0.999
OG0008381	0.989	0.999
OG0008382	0.979	0.999
OG0008383	0.947	0.999
OG0008384	0.976	0.999
OG0008385	0.999	0.999
OG0008386	0.999	0.999
OG0008387	0.949	0.999
OG0008388	0.999	0.999
OG0008389	0.988	0.999
OG0008390	0.966	0.999
OG0008391	0.987	0.999
OG0008392	0.965	0.999
OG0008393	0.946	0.999
OG0008394	0.987	0.999
OG0008395	0.984	0.999
OG0008396	0.987	0.999
OG0008397	0.987	0.999
OG0008398	0.988	0.999
OG0008399	0.987	0.999
OG0008400	0.999	0.999
OG0008401	0.988	0.999
OG0008402	0.988	0.999
OG0008403	0.876	0.999
OG0008404	0.988	0.999
OG0008405	0.999	0.999
OG0008406	0.999	0.999
OG0008407	0.999	0.999
OG0008408	0.989	0.999
OG0008409	0.968	0.999
OG0008410	0.977	0.999
OG0008411	0.973	0.999
OG0008412	0.988	0.999
OG0008413	0.961	0.999
OG0008414	0.979	0.999
OG0008415	0.999	0.999
OG0008416	0.984	0.999
OG0008417	0.986	0.999
OG0008418	0.97	0.999
OG0008419	0.953	0.999
OG0008420	0.958	0.999
OG0008421	0.999	0.999
OG0008422	0.999	0.999
OG0008423	0.988	0.999
OG0008424	0.987	0.999
OG0008425	0.986	0.999
OG0008426	0.906	0.999
OG0008427	0.962	0.999
OG0008428	0.92	0.999
OG0008429	0.975	0.999
OG0008430	0.999	0.999
OG0008431	0.987	0.999
OG0008432	0.989	0.999
OG0008433	0.988	0.999
OG0008434	0.988	0.999
OG0008435	0.988	0.999
OG0008436	0.983	0.999
OG0008437	0.966	0.999
OG0008438	0.966	0.999
OG0008439	0.988	0.999
OG0008440	0.984	0.999
OG0008441	0.968	0.999
OG0008442	0.988	0.999
OG0008443	0.935	0.999
OG0008444	0.987	0.999
OG0008445	0.988	0.999
OG0008446	0.987	0.999
OG0008447	0.962	0.999
OG0008448	0.975	0.999
OG0008449	0.966	0.999
OG0008450	0.984	0.999
OG0008451	0.988	0.999
OG0008452	0.939	0.999
OG0008453	0.974	0.999
OG0008454	0.974	0.999
OG0008455	0.969	0.999
OG0008456	0.98	0.999
OG0008457	0.973	0.999
OG0008458	0.988	0.999
OG0008459	0.962	0.999
OG0008460	0.988	0.999
OG0008461	0.987	0.999
OG0008462	0.974	0.999
OG0008463	0.973	0.999
OG0008464	0.973	0.999
OG0008465	0.987	0.999
OG0008466	0.987	0.999
OG0008467	0.979	0.999
OG0008468	0.988	0.999
OG0008469	0.988	0.999
OG0008470	0.972	0.999
OG0008471	0.999	0.999
OG0008472	0.999	0.999
OG0008473	0.976	0.999
OG0008474	0.981	0.999
OG0008475	0.974	0.999
OG0008476	0.988	0.999
OG0008477	0.987	0.999
OG0008478	0.988	0.999
OG0008479	0.936	0.999
OG0008480	0.988	0.999
OG0008481	0.987	0.999
OG0008482	0.987	0.999
OG0008483	0.974	0.999
OG0008485	0.987	0.999
OG0008486	0.974	0.999
OG0008487	0.999	0.999
OG0008488	0.994	0.999
OG0008489	0.995	0.999
OG0008491	0.878	0.999
OG0008492	0.955	0.999
OG0008493	0.965	0.999
OG0008494	0.982	0.999
